Date,Open,High,Low,Close,Adj Close,Volume
2017-01-05,36.500000,36.500000,35.500000,35.650002,31.962484,253200
2017-01-06,35.700001,36.125000,35.299999,35.349998,31.693520,110200
2017-01-09,35.250000,35.875000,34.775002,35.349998,31.693520,356600
2017-01-10,35.349998,35.924999,34.974998,35.799999,32.096973,246400
2017-01-11,35.875000,36.075001,35.424999,35.900002,32.186623,252000
2017-01-12,35.775002,35.775002,35.049999,35.299999,31.648685,169200
2017-01-13,35.400002,36.349998,35.400002,36.299999,32.545250,170400
2017-01-17,36.224998,36.224998,35.125000,35.299999,31.648685,170400
2017-01-18,35.299999,35.799999,35.174999,35.724998,32.029728,215400
2017-01-19,35.799999,35.875000,34.599998,34.724998,31.133162,326200
2017-01-20,34.775002,35.775002,34.775002,35.474998,31.805582,193200
2017-01-23,35.450001,35.525002,34.924999,35.000000,31.379715,144200
2017-01-24,35.099998,35.900002,34.924999,35.625000,31.940071,217000
2017-01-25,35.875000,36.299999,35.549999,36.049999,32.321110,249600
2017-01-26,35.950001,36.125000,35.674999,35.950001,32.231449,147800
2017-01-27,35.950001,36.025002,35.549999,35.849998,32.141796,164000
2017-01-30,35.650002,35.849998,35.349998,35.500000,31.828009,217800
2017-01-31,35.325001,35.950001,35.250000,35.750000,32.052143,226400
2017-02-01,36.000000,36.125000,34.900002,35.174999,31.536619,315400
2017-02-02,35.174999,35.950001,35.049999,35.525002,31.850418,224800
2017-02-03,35.825001,36.349998,35.650002,36.224998,32.478001,143000
2017-02-06,36.099998,36.400002,35.750000,36.025002,32.298702,247600
2017-02-07,36.049999,36.049999,35.599998,35.825001,32.119377,235600
2017-02-08,35.750000,35.849998,35.264999,35.625000,31.940071,296800
2017-02-09,35.750000,36.325001,35.575001,36.000000,32.276279,144800
2017-02-10,36.174999,36.924999,35.974998,36.700001,32.903870,369600
2017-02-13,37.799999,41.575001,36.150002,41.549999,37.252205,998800
2017-02-14,41.775002,43.174999,41.549999,42.400002,38.014282,881600
2017-02-15,42.275002,42.750000,41.849998,42.275002,37.902218,647000
2017-02-16,42.400002,43.000000,42.224998,42.950001,38.507393,469200
2017-02-17,42.325001,42.549999,41.700001,42.150002,37.790142,378200
2017-02-21,42.174999,42.575001,41.700001,42.000000,37.655663,434400
2017-02-22,41.599998,42.099998,41.430000,41.974998,37.633240,210200
2017-02-23,42.049999,42.049999,41.000000,41.125000,36.871170,329800
2017-02-24,40.700001,41.349998,39.985001,41.000000,36.759094,295200
2017-02-27,40.799999,41.224998,40.250000,41.000000,36.759094,351800
